time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
2.578000068,0.026106177,
3.289000034,0.12587483,
4.289000034,0.7489973,
5.023999929,0.110066146,
5.289000034,0.62746733,
6.289000034,0.4636498,263.80875
7.289000034,0.526493,263.597125
8.289000034,2.4427621,263.38550000000004
9.289000034,4.1769357,263.0680625
10.031000137,2.640899,262.8776
10.289000034,5.9367867,262.57311
11.289000034,7.1908484,262.35326999999995
12.289000034,7.6472917,262.23172399999993
13.289000034,8.133366,262.39220399999994
14.289000034,8.719717,262.57037399999996
15.289000034,8.965008,262.7144339999999
16.289000034,8.376052,262.5645779999999
17.289000034,7.8461614,262.401078
18.289000034,7.2115235,262.54529199999996
19.289000034,7.236461,262.968886
20.289000034,6.377484,263.468066
21.289000034,5.08952,264.571922
22.289000034,3.8491688,267.668498
23.289000034,3.257314,272.016558
24.289000034,3.7069383,279.694304
25.289000034,4.7662272,290.454454
26.289000034,5.8230343,301.930254
27.289000034,7.3165355,311.41333399999996
28.289000034,8.542763,319.19888000000003
29.289000034,9.267095,323.33898
30.289000034,9.965981,324.30001000000004
31.289000034,10.922332,324.23253000000005
32.289000034,11.140789,324.16505000000006
33.289000034,10.491625,324.12318000000005
34.289000034,10.010648,324.0508060000001
35.289000034,9.338379,323.99951200000004
36.289000034,7.798731,323.985902
37.289000034,6.9427195,324.24683600000003
38.289000034,5.29658,324.50777000000005
39.289000034,3.182253,324.63706
40.289000034,1.6442915,324.585512
41.289000034,1.2357882,324.31754200000006
42.289000034,2.0702808,323.6743580000001
43.289000034,3.718701,323.0311740000001
44.289000034,5.073206,322.76230200000003
45.289000034,5.935695,322.740944
46.289000034,6.8636365,322.997964
47.289000034,7.424566,323.35115400000007
48.289000034,8.1046505,323.70434400000005
49.289000034,9.147426,323.83054000000004
50.289000034,9.744181,323.7057660000001
51.289000034,10.88973,323.4834520000001
52.289000034,11.324829,323.2346620000001
53.289000034,11.550853,322.9722120000001
54.289000034,11.6636305,322.74328200000014
55.289000034,11.891157,322.8217300000001
56.289000034,11.985013,322.9001780000001
57.289000034,12.701436,322.9340580000001
58.289000034,12.230957,322.98159800000013
59.289000034,12.248276,323.02913800000016
60.289000034,12.1013,322.8768000000001
61.289000034,12.050735,322.72446200000013
62.289000034,11.388003,322.6476680000001
63.289000034,11.380329,322.5327020000001
64.289000034,11.913305,322.4177360000001
65.289000034,11.847436,322.40910000000014
66.289000034,11.195622,322.4195120000001
67.289000034,11.316491,322.41087600000014
68.289000034,11.401124,322.43917200000016
69.289000034,11.320114,322.4413940000001
70.289000034,11.026119,322.34680200000014
71.289000034,11.102998,322.2034800000001
72.289000034,10.288948,322.0792060000001
73.289000034,9.590292,322.1661700000001
74.289000034,8.753888,322.5269360000001
75.289000034,7.5306478,323.11544200000014
76.289000034,5.779456,323.8485595000001
77.289000034,4.2475824,324.6966065000001
78.289000034,2.9446042,325.4495850000001
79.289000034,2.3203833,325.9548355000001
80.289000034,2.6882865,326.0046155000001
81.289000034,3.4868515,325.1255120000002
82.289000034,4.6790524,323.92583900000017
83.289000034,6.025171,322.6112365000002
84.289000034,6.9509964,321.56547800000016
85.289000034,8.530012,320.90572400000013
86.289000034,9.703294,321.1444520000001
87.289000034,10.2781105,321.70046000000013
88.289000034,10.561953,322.31640400000015
89.289000034,10.78263,322.66350400000016
90.289000034,10.956257,322.91960800000015
91.289000034,11.164044,323.10543600000017
92.289000034,11.308931,323.17962400000016
93.289000034,11.410151,323.11682000000013
94.289000034,11.405611,323.05401600000016
95.289000034,11.538734,323.02200400000015
96.289000034,11.7079115,323.04926800000015
97.289000034,11.672724,323.07653200000016
98.289000034,11.939283,323.0103520000002
99.289000034,12.256861,322.8002860000002
100.289000034,11.685333,322.55942800000014
101.289000034,12.198824,322.27843600000017
102.289000034,12.760153,322.03983600000015
103.289000034,12.998628,321.99561600000015
104.289000034,12.827312,322.10057200000017
105.289000034,13.246477,322.2291500000002
106.289000034,13.335153,322.4340140000002
107.289000034,13.446476,322.7040420000002
108.289000034,14.114298,322.9952220000002
109.289000034,14.547735,323.3265720000002
110.289000034,13.876227,323.6343000000002
111.289000034,13.626991,323.7349080000002
112.289000034,13.484671,323.65610000000015
113.289000034,13.206425,323.4373560000002
114.289000034,12.884454,323.0927200000002
115.289000034,12.478486,322.7480840000002
116.289000034,11.491057,322.5123840000002
117.289000034,11.194886,322.4315360000002
118.289000034,10.762426,322.5798400000002
119.289000034,10.748512,322.9208960000002
120.289000034,9.906568,323.2619520000002
121.289000034,8.80067,323.6363380000002
122.289000034,7.5141683,324.13155200000017
123.289000034,5.868473,324.4925180000002
124.289000034,4.2925625,324.5107660000002
125.289000034,3.0902858,323.73957000000024
126.289000034,2.6336775,320.53495600000025
127.289000034,3.049075,314.58093400000024
128.289000034,4.1959963,305.12446800000026
129.289000034,5.472467,294.31341200000026
130.289000034,6.79285,283.85598800000025
131.289000034,8.533264,275.7871560000002
132.289000034,9.056759,270.2642320000002
133.289000034,10.178442,268.4238600000002
134.289000034,11.028539,268.2179080000002
135.289000034,11.886388,268.4650240000002
136.289000034,12.236361,268.7130240000002
137.289000034,12.27908,268.9607040000002
138.289000034,12.166997,269.02178200000014
139.289000034,11.942695,269.0334280000002
140.289000034,11.781367,269.0278180000002
141.289000034,12.497335,268.90129200000024
142.289000034,12.663757,268.73195600000025
143.289000034,11.486741,268.4384560000002
144.289000034,10.088224,268.1547160000002
145.289000034,8.746599,267.87097600000016
146.289000034,7.5333977,268.0150560000002
147.289000034,5.981331,268.2019460000002
148.289000034,4.669927,268.45285600000017
149.289000034,3.627852,268.3753240000002
150.289000034,3.5854955,268.2977920000002
151.289000034,4.4743457,267.9124720000002
152.289000034,6.2721486,267.4906940000002
153.289000034,8.008114,266.94591200000025
154.289000034,9.63565,266.39769400000023
155.289000034,10.162215,265.8494760000002
156.289000034,10.424032,265.7156820000002
157.289000034,10.671582,265.74914600000017
158.289000034,11.357821,266.20356600000014
159.289000034,12.4385,266.9801040000001
160.289000034,14.052754,267.7566420000001
161.289000034,14.722345,268.2212340000001
162.289000034,14.585742,268.5851220000001
163.289000034,13.930921,268.7303920000001
164.289000034,13.966539,268.8756620000001
165.289000034,12.536108,269.0116180000001
166.289000034,12.686082,269.04509600000006
167.289000034,13.311613,269.04907600000007
168.289000034,13.851705,269.04730600000005
169.289000034,14.493154,269.03859
170.289000034,14.621229,268.89878
171.289000034,14.006644,268.75897
172.289000034,13.126154,268.766082
173.289000034,12.064752,268.76624799999996
174.289000034,10.516303,268.48831199999995
175.289000034,9.722904,268.350784
176.289000034,8.043795,268.923224
177.289000034,6.422257,270.06295
178.289000034,5.077571,273.074294
179.289000034,4.129015,280.000532
180.289000034,3.370072,289.418074
181.289000034,3.1663394,302.345394
182.289000034,4.221364,319.187642
183.289000034,5.6270723,334.158272
184.289000034,7.6287775,345.48887
185.289000034,10.337908,354.32816400000013
186.289000034,10.134084,358.99254400000007
187.289000034,11.425244,359.0271900000001
188.289000034,12.322589,358.8615280000001
189.289000034,13.437632,358.67881200000005
190.289000034,14.233184,358.4960960000001
191.289000034,14.392671,358.3143320000001
192.289000034,15.462027,358.1325680000001
193.289000034,16.086287,358.12183600000014
194.289000034,16.53012,358.13696800000014
195.289000034,16.679903,358.15347600000007
196.289000034,16.696531,358.1228240000001
197.289000034,16.509102,358.09143800000004
198.289000034,16.605295,358.0893280000001
199.289000034,16.47432,358.12045600000005
200.289000034,16.63222,358.1502080000001
201.289000034,16.584997,358.1524540000001
202.289000034,16.486422,358.1504100000001
203.289000034,16.321716,358.148366
204.289000034,16.430407,358.262306
205.289000034,16.297354,358.37624600000004
206.289000034,16.238148,358.39393600000005
207.289000034,16.384373,358.39226399999995
208.289000034,16.38793,358.38373199999995
209.289000034,16.450588,358.227354
210.289000034,16.397762,358.21791199999996
211.289000034,16.19952,358.3687919999999
212.289000034,15.833679,358.5440579999999
213.289000034,16.086555,358.5916779999999
214.289000034,16.439726,358.6392979999999
215.289000034,16.609137,358.6567239999998
216.289000034,16.769682,358.6389599999999
217.289000034,18.396547,358.5607799999999
218.289000034,19.482927,358.5576859999998
219.289000034,19.325035,358.5369919999998
220.289000034,18.585876,358.3948099999999
221.289000034,18.185158,358.2526279999999
222.289000034,18.067207,358.2142819999999
223.289000034,18.273819,358.2353559999999
224.289000034,18.701101,358.2502699999999
225.289000034,18.601284,358.26992999999993
226.289000034,19.228167,358.3912959999999
227.289000034,19.688772,358.50652999999994
228.289000034,20.513994,358.621764
229.289000034,19.43619,358.644742
230.289000034,18.893454,358.610598
231.289000034,19.177113,358.474748
232.289000034,19.070251,358.30323999999996
233.289000034,18.953274,358.26384799999994
234.289000034,19.601425,358.37106999999986
235.289000034,19.524355,358.5369699999999
236.289000034,18.561539,358.70286999999996
237.289000034,18.401072,358.88580399999995
238.289000034,18.431114,358.936622
239.289000034,19.112389,358.789508
240.289000034,19.123438,358.621166
241.289000034,17.467762,358.452488
242.289000034,17.851753,358.26548199999996
243.289000034,18.47701,358.19773399999997
244.289000034,18.936682,358.2973199999999
245.289000034,19.057165,358.3495519999999
246.289000034,18.728123,358.3663139999999
247.289000034,18.830956,358.37512599999985
248.289000034,19.025316,358.2466279999998
249.289000034,18.817282,358.1181299999998
250.289000034,18.006592,358.0717899999998
251.289000034,18.260056,358.20140399999974
252.289000034,18.59446,358.3386319999997
253.289000034,18.672054,358.5279039999997
254.289000034,18.665085,358.7567679999996
255.289000034,18.478876,358.9704999999996
256.289000034,18.437271,358.9785919999996
257.289000034,18.023033,358.98668399999957
258.289000034,17.384388,358.9865239999996
259.289000034,16.596401,358.9467719999996
260.289000034,15.335063,358.79938399999963
261.289000034,16.432238,358.6801279999997
262.289000034,17.09419,358.53584199999966
263.289000034,17.242998,358.34866199999976
264.289000034,16.959488,358.16148199999975
265.289000034,16.867712,358.09044999999975
266.289000034,17.428179,358.0591939999997
267.289000034,18.272743,358.09523999999976
268.289000034,18.890493,358.1484399999997
269.289000034,19.796793,358.2016399999997
270.289000034,20.25382,358.3644879999997
271.289000034,20.392036,358.5470599999997
272.289000034,20.669773,358.6911519999997
273.289000034,20.64287,358.8352439999997
274.289000034,21.935501,358.8296599999997
275.289000034,22.242582,358.6756479999997
276.289000034,22.330017,358.47985599999964
277.289000034,22.516863,358.2802719999997
278.289000034,21.033474,358.1011459999997
279.289000034,21.123323,358.07865399999974
280.289000034,21.721102,358.0864299999997
281.289000034,21.735886,358.1089159999997
282.289000034,21.348663,358.1314019999997
283.289000034,21.018219,358.1436219999997
284.289000034,19.044163,358.1488839999996
285.289000034,19.223772,358.13160599999964
286.289000034,20.057802,358.11925799999966
287.289000034,20.501385,358.1095839999997
288.289000034,20.803211,358.0927879999997
289.289000034,20.81626,358.09449599999965
290.289000034,20.202873,358.12347599999964
291.289000034,20.785267,358.29233599999964
292.289000034,21.529045,358.5068759999996
293.289000034,22.435944,358.71834599999966
294.289000034,23.987247,358.7816039999996
295.289000034,22.752264,358.79600799999963
296.289000034,20.695513,358.6705319999996
297.289000034,20.23797,358.5041119999996
298.289000034,20.111729,358.3376919999996
299.289000034,19.383642,358.2619719999997
300.289000034,19.30674,358.21794199999965
301.289000034,19.108662,358.16913799999963
302.289000034,19.470541,358.1129239999996
303.289000034,19.243956,358.05795399999954
304.289000034,19.496487,358.0472179999996
305.289000034,19.640688,358.18969799999957
306.289000034,19.72291,358.37162599999954
307.289000034,19.876387,358.55879599999946
308.289000034,19.973528,358.74472199999946
309.289000034,19.99574,358.92542199999946
310.289000034,20.14425,358.97668199999947
311.289000034,19.231878,359.1530239999995
312.289000034,19.724726,359.3573819999996
313.289000034,19.948715,359.5617399999996
314.289000034,19.98362,359.6161239999996
315.289000034,20.181585,359.4503919999996
316.289000034,17.773415,358.9392659999995
317.289000034,18.393364,358.35609199999953
318.289000034,19.397116,357.77228999999954
319.289000034,19.80115,357.3005179999995
320.289000034,19.933426,357.03751799999947
321.289000034,19.645302,357.1418939999994
322.289000034,20.319632,357.34163999999936
323.289000034,20.549665,357.5428979999994
324.289000034,20.333202,357.7967499999994
325.289000034,20.066868,358.06153199999943
326.289000034,20.012623,358.25477399999943
327.289000034,19.866879,358.39143599999943
328.289000034,19.935131,358.5272139999994
329.289000034,20.096914,358.6582739999993
330.289000034,20.178839,358.7002839999994
331.289000034,20.073809,358.6320959999993
332.289000034,19.81255,358.5639079999993
333.289000034,20.267704,358.5611499999993
334.289000034,20.214756,358.5954819999994
335.289000034,20.029778,358.70793399999934
336.289000034,19.786356,358.7053399999993
337.289000034,19.617142,358.70274599999937
338.289000034,19.438923,358.62802599999935
339.289000034,19.435133,358.5062839999994
340.289000034,19.305937,358.35500199999944
