time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
6.371999979,0.64937645,
10.183000088,0.64733577,
12.352999925,3.724126,
13.352999925,1.4255111,
14.352999925,1.0894458,
15.351999998,1.2490419,
16.351999998,1.5722562,
17.351999998,1.1142402,
18.351999998,2.309188,
19.351999998,2.567772,118.05462
20.351999998,2.9894536,119.0425975
20.359999895,2.994813,120.030575
21.351999998,4.0399427,120.52456375
22.351999998,4.592916,120.6972495
23.358999967,4.563677,120.69199269999999
23.575999975,2.8096,120.29154489999999
24.575999975,4.9918795,119.49590609999998
25.575999975,5.7418456,119.07002129999998
26.575999975,5.711218,118.37050279999998
27.575999975,5.136814,118.7447516
28.575999975,4.447689,119.88584840000001
29.575999975,4.2744145,121.03429720000001
30.575999975,3.603141,122.02119033333334
30.809999943,3.5981307,123.613623
31.575999975,2.3532305,125.012418
32.575999975,2.943241,125.66626799999999
33.575999975,3.598804,126.32903999999999
34.575999975,3.6194494,126.78361366666665
35.855999946,3.608445,126.14538499999999
40.575999975,5.9316263,124.79354799999999
41.575999975,6.662056,122.611882
42.575999975,6.784509,120.40802799999999
43.575999975,6.946783,118.19454799999998
44.575999975,7.024237,116.02133799999999
45.575999975,7.3738356,114.353538
46.575999975,7.027053,113.49366400000001
47.575999975,6.1530833,112.29506
48.575999975,6.6800613,111.07314400000003
49.575999975,6.8052063,110.69556200000002
50.575999975,6.681004,111.12481400000001
51.575999975,6.439897,113.904702
52.575999975,6.694611,117.45889200000002
53.575999975,6.9776716,123.20762200000001
54.575999975,6.6320105,129.779438
55.575999975,7.238241,136.963518
56.575999975,7.487241,142.805102
57.575999975,7.0052714,150.013874
58.575999975,6.8834453,156.28704
59.575999975,7.0207314,162.124408
60.575999975,7.109129,166.542678
61.575999975,7.0584073,170.17022
62.575999975,7.3905826,172.387398
63.575999975,7.013558,173.39561199999997
64.575999975,7.3227687,174.01653799999997
65.575999975,7.1311755,174.44546999999994
66.575999975,6.4113474,174.65057199999995
67.575999975,5.499378,174.27616799999998
68.575999975,4.7479925,174.077756
69.575999975,4.005113,174.4555396
70.575999975,3.8306835,175.02531720000005
