time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
2.710999966,0.012667097,
3.710999966,1.324527,
4.710999966,2.4866989,
5.003000021,1.2015283,
5.710999966,1.4857213,
6.710999966,1.2658134,
7.710999966,1.6665119,
8.710999966,0.21852884,
9.710999966,0.2109953,
10.019999981,0.32808208,156.69214
10.710999966,0.33098766,158.4575975
11.710999966,2.0198548,158.97642166666665
12.710999966,3.00634,159.23583374999998
13.710999966,5.1223116,158.21266299999996
14.710999966,6.935854,157.29639899999998
15.710999966,8.771553,155.22769799999998
16.710999966,9.522923,153.20079399999995
17.710999966,11.702628,151.19050399999998
18.710999966,12.244818,150.74706199999997
19.710999966,14.515187,150.91186999999996
20.710999966,15.873054,151.52293199999994
21.710999966,17.137442,152.13742799999994
22.710999966,18.030605,152.73530999999997
23.710999966,18.497736,152.95557399999996
24.710999966,18.028048,152.96941999999996
25.710999966,17.60153,152.98457599999998
26.710999966,16.323885,152.99629799999997
27.710999966,15.4221115,153.01536199999993
28.710999966,12.512974,153.05764399999993
29.710999966,11.236371,153.10077199999995
30.710999966,7.2739215,153.14258999999996
31.710999966,4.749382,153.1893663571428
32.710999966,3.5359898,153.23375907142855
33.710999966,1.580237,153.2494801428571
34.710999966,1.3539463,153.26931357142854
35.710999966,0.6373276,153.2941053571428
36.710999966,1.1717191,153.3188971428571
36.918999911,0.6491954,153.34368892857137
37.710999966,0.7456664,153.36848071428568
38.710999966,0.32397088,153.39327249999994
39.710999966,0.2934284,153.41806428571425
40.710999966,0.44659346,153.4428560714285
41.710999966,0.7645596,153.46764785714282
41.940000058,0.61691874,153.49243964285708
42.710999966,0.6680346,153.5172314285714
43.710999966,0.48895127,153.54202321428568
44.710999966,0.46097016,153.56681499999996
45.710999966,0.521412,153.59160678571425
46.710999966,0.4223831,153.61639857142853
46.996999979,0.36313587,153.64119035714282
47.710999966,0.3939518,153.6659821428571
48.710999966,0.107392855,153.6907739285714
49.710999966,0.13365237,153.71556571428567
50.710999966,0.18283445,153.74035749999996
51.710999966,0.06360222,153.76514928571424
52.151000023,0.10583773,153.78994107142853
52.710999966,0.105292976,153.81473285714281
53.710999966,0.086886995,153.8395246428571
54.710999966,0.056336373,153.86431642857139
55.710999966,0.0397746,153.8841498571428
56.710999966,3.2238064,153.67885492857135
57.710999966,4.5214825,153.29384164285707
58.710999966,7.768741,152.90386999999993
59.710999966,9.982891,152.51039999999992
60.710999966,11.711904,152.3165879999999
61.710999966,13.231512,152.3484579999999
62.710999966,14.514155,152.55557599999992
63.710999966,15.58654,152.7640239999999
64.710999966,16.597862,152.97101199999992
65.710999966,17.322762,152.9783439999999
66.710999966,18.152346,152.9833599999999
67.710999966,18.831316,152.9878879999999
68.710999966,18.917496,152.99370199999993
69.710999966,18.627405,152.99923199999992
70.710999966,18.95108,153.00476599999993
71.710999966,18.560497,153.00709799999993
72.710999966,18.22884,153.00894199999993
73.710999966,17.868822,153.00816999999992
74.710999966,17.597885,153.21059599999992
75.710999966,16.925556,153.4130159999999
76.710999966,15.591067,153.40889599999988
77.710999966,15.220171,153.21317199999987
78.710999966,15.057048,152.82602599999987
79.710999966,15.047945,152.23596599999988
