time_seconds,speed_meters_per_second,heading_degrees
0.0,0.6048861,
1.0,1.01694,
1.959000111,1.875758,
2.0,1.566539,348.33932
3.0,2.0030084,344.4013025
4.0,2.5928416,340.463285
5.0,3.0827549,332.97610541666666
6.0,3.0907667,324.069261
7.0,2.699943,307.67523700000004
7.451999903,2.9104786,290.6267
8.0,3.2449758,268.01347400000003
9.0,3.4090378,242.67488866666673
10.0,2.945861,220.12608800000007
11.0,3.410593,201.8962840000001
12.0,4.5302906,185.70886400000012
13.0,5.252717,176.66134000000008
14.0,5.5426426,176.6636420000001
15.0,5.404294,181.5245660000001
16.0,4.6637216,192.5343320000001
17.0,4.0844617,206.2978340000001
18.0,3.890903,220.06133600000013
19.0,4.531641,231.31515200000013
20.0,5.128141,237.7143660000001
20.648999929,3.878765,238.0602780000001
21.0,4.770849,235.83979000000008
22.0,3.9553654,236.14399466666674
23.0,3.3147583,240.43331400000005
24.0,2.9495707,249.72872400000006
25.0,2.9931934,260.9351740000001
26.0,3.768439,272.23512400000004
27.0,4.9666224,281.0103813333334
28.0,5.9651203,285.9457960000001
29.0,6.352865,286.7153880000001
30.0,6.6358423,285.5739400000001
31.0,6.6411257,284.2887040000001
32.0,6.2738385,283.08110600000015
33.0,5.548696,282.62931600000013
34.0,4.5427246,283.38495942256424
35.0,3.5545266,284.56757226769247
36.0,2.4626002,286.22744253538474
37.0,1.5211431,288.23664422564116
38.0,0.7792539,290.3714913384617
38.311000109,0.39485285,292.5063384512822
39.0,0.4643365,294.64118556410267
40.0,0.36267033,296.7760326769232
41.0,0.3868681,298.9108797897437
42.0,0.041731928,301.0457269025642
43.0,0.066892944,303.1805740153847
43.459000111,0.036262013,305.31542112820523
44.0,0.0428067,307.4502682410257
45.0,0.016937803,309.5851153538462
46.0,0.0046104398,311.71996246666674
47.0,2.7685857e-05,313.8548095794872
48.0,0.00096565916,315.98965669230773
48.736999989,0.00028439908,318.12450380512826
49.0,0.00071536546,320.25935091794884
50.0,0.0003419793,322.39419803076936
51.0,0.34016097,324.5290451435899
52.0,1.4234399,326.6638922564104
53.0,2.056295,328.79873936923093
53.471999884,1.5533756,330.9335864820514
54.0,1.7683482,333.0684335948719
55.0,1.1502074,335.20328070769244
56.0,0.8636299,337.3381278205129
57.0,0.7544587,339.47297493333343
58.0,0.92651486,341.60782204615396
59.0,1.144293,343.7426691589744
59.710999966,1.1989691,345.87751627179495
60.0,1.4370009,348.01236338461547
61.0,1.2531338,350.14721049743594
62.0,1.1596906,352.28205761025646
63.0,1.0730584,354.416904723077
64.0,0.8893285,356.55175183589745
64.752000093,1.7016448,358.686598948718
65.0,0.98070127,0.8214460615384951
66.0,1.6897682,2.9562931743589616
67.0,2.6082253,6.925614784615334
68.0,3.8460724,11.561491172307626
69.0,5.3195906,15.8163777374358
70.0,7.329389,19.644294879999904
71.0,9.341545,22.580392799999913
72.0,10.956892,22.61532479999994
73.0,11.973708,21.199317599999972
74.0,13.185201,19.43385479999995
75.0,13.799714,17.16175459999988
76.0,14.369058,15.182203599999866
77.0,15.042743,13.793861999999876
78.0,16.05194,12.733810199999994
79.0,16.933714,11.961892399999954
80.0,17.550037,11.696611999999902
81.0,18.446798,11.73674979999987
82.0,19.05469,12.273067399999888
83.0,18.947443,13.59224319999987
84.0,19.2098,15.637422999999956
85.0,19.38633,18.292771999999957
86.0,19.804396,21.54372619999998
87.0,19.797295,25.052121000000056
88.0,19.952967,28.5158146
89.0,19.983799,31.995638600000007
90.0,19.674973,35.66872299999994
91.0,19.519278,39.49879999999996
92.0,19.51471,43.36423780000007
93.0,19.30373,47.162321800000086
94.0,19.402166,50.88818620000012
95.0,19.200218,54.03246020000017
96.0,19.21027,56.29101880000019
97.0,19.126001,57.56749740000015
98.0,19.084679,57.74739220000009
99.0,18.762108,56.67447060000012
100.0,18.603325,54.85975260000015
101.0,18.515951,52.649943600000086
102.0,18.745544,50.250728600000116
103.0,19.07123,47.59176860000008
104.0,19.533667,44.847911000000124
105.0,19.712551,42.14619140000008
106.0,19.84202,39.52795700000007
107.0,20.121164,37.04933340000002
108.0,20.156452,34.827272600000015
109.0,20.25276,32.932712400000014
110.0,20.07845,31.200957999999957
111.0,19.940716,29.49992839999993
112.0,19.984367,27.690045599999962
113.0,20.089516,26.07912039999991
114.0,20.195906,24.43164379999996
115.0,20.253176,22.79006419999996
116.0,20.183582,21.14779399999992
117.0,20.098402,19.530104599999902
118.0,20.45649,17.953044799999873
119.0,20.827187,16.437137799999846
120.0,20.087166,15.134016399999837
121.0,21.128569,14.104435999999794
122.0,21.072447,13.450534599999855
123.0,20.816088,13.015133999999875
124.0,19.472204,12.67741459999985
125.0,19.583338,12.427453999999841
126.0,19.41329,12.185523999999873
127.0,18.74702,12.041241399999876
128.0,17.700151,11.98544599999991
129.0,17.007877,12.163008599999898
130.0,16.11293,12.231761599999913
131.0,15.584572,12.29866699999991
132.0,15.029048,12.267924999999934
133.0,14.584764,12.238438799999926
134.0,13.943338,12.281733999999915
135.0,12.997584,12.442410799999948
136.0,12.095909,12.649981799999921
137.0,11.419568,12.723930199999927
138.0,10.522952,12.681363599999884
139.0,10.024528,12.548571799999877
140.0,9.322824,12.375677599999904
141.0,8.968931,12.157736799999952
142.0,8.509111,12.065079399999945
143.0,8.150155,11.999193999999989
